subspecies;island;site_name;subject_group;image_name;subject_id;workflow_id;task;reducer;data.aggregation_version;blurry;presence_no;presence_yes;presence_absence_exp
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_11.jpg;47981366;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_111.jpg;47981369;14370;T0;question_reducer;4.0.0;3;17;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_112.jpg;47981372;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_113.jpg;47981375;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_114.jpg;47981379;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_115.jpg;47981384;14370;T0;question_reducer;4.0.0;0;18;3;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_116.jpg;47981389;14370;T0;question_reducer;4.0.0;1;15;4;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_117.jpg;47981396;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_118.jpg;47981403;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_12.jpg;47981407;14370;T0;question_reducer;4.0.0;0;21;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_13.jpg;47981413;14370;T0;question_reducer;4.0.0;2;16;2;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_138.jpg;47981417;14370;T0;question_reducer;4.0.0;3;16;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_139.jpg;47981421;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_14.jpg;47981425;14370;T0;question_reducer;4.0.0;0;21;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_140.jpg;47981429;14370;T0;question_reducer;4.0.0;2;16;2;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_141.jpg;47981434;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_142.jpg;47981439;14370;T0;question_reducer;4.0.0;3;17;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_143.jpg;47981443;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_144.jpg;47981448;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_145.jpg;47981453;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_15.jpg;47981458;14370;T0;question_reducer;4.0.0;1;20;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_16.jpg;47981461;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_163.jpg;47981466;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_164.jpg;47981470;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_165.jpg;47981474;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_166.jpg;47981488;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_167.jpg;47981492;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_168.jpg;47981498;14370;T0;question_reducer;4.0.0;1;19;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_169.jpg;47981509;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_17.jpg;47981512;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_170.jpg;47981516;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_171.jpg;47981519;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_172.jpg;47981523;14370;T0;question_reducer;4.0.0;4;15;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_173.jpg;47981529;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_18.jpg;47981534;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_188.jpg;47981538;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_189.jpg;47981541;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_19.jpg;47981545;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_190.jpg;47981551;14370;T0;question_reducer;4.0.0;1;16;3;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_191.jpg;47981555;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_192.jpg;47981558;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_193.jpg;47981563;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_194.jpg;47981570;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_195.jpg;47981573;14370;T0;question_reducer;4.0.0;2;17;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_196.jpg;47981577;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_197.jpg;47981585;14370;T0;question_reducer;4.0.0;2;16;2;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_20.jpg;47981589;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_214.jpg;47981593;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_215.jpg;47981599;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_216.jpg;47981603;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_217.jpg;47981614;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_218.jpg;47981622;14370;T0;question_reducer;4.0.0;2;17;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_219.jpg;47981625;14370;T0;question_reducer;4.0.0;1;17;2;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_220.jpg;47981631;14370;T0;question_reducer;4.0.0;1;19;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_240.jpg;47981638;14370;T0;question_reducer;4.0.0;2;17;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_241.jpg;47981641;14370;T0;question_reducer;4.0.0;2;17;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_242.jpg;47981646;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_243.jpg;47981649;14370;T0;question_reducer;4.0.0;2;17;2;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_244.jpg;47981654;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_245.jpg;47981657;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_246.jpg;47981662;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_267.jpg;47981679;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_268.jpg;47981683;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_269.jpg;47981688;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_270.jpg;47981692;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_271.jpg;47981695;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_272.jpg;47981700;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_294.jpg;47981704;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_295.jpg;47981711;14370;T0;question_reducer;4.0.0;1;17;2;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_296.jpg;47981717;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_297.jpg;47981721;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_319.jpg;47981729;14370;T0;question_reducer;4.0.0;1;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_320.jpg;47981734;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_321.jpg;47981738;14370;T0;question_reducer;4.0.0;1;18;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_35.jpg;47981743;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_36.jpg;47981746;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_37.jpg;47981751;14370;T0;question_reducer;4.0.0;3;17;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_38.jpg;47981755;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_39.jpg;47981760;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_40.jpg;47981763;14370;T0;question_reducer;4.0.0;3;17;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_41.jpg;47981768;14370;T0;question_reducer;4.0.0;3;18;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_42.jpg;47981773;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_43.jpg;47981778;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_44.jpg;47981782;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_45.jpg;47981786;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_60.jpg;47981790;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_61.jpg;47981792;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_62.jpg;47981798;14370;T0;question_reducer;4.0.0;3;17;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_63.jpg;47981803;14370;T0;question_reducer;4.0.0;2;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_64.jpg;47981808;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_65.jpg;47981811;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_66.jpg;47981816;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_67.jpg;47981820;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_68.jpg;47981841;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_69.jpg;47981844;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_84.jpg;47981848;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_85.jpg;47981855;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_86.jpg;47981859;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_87.jpg;47981866;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_88.jpg;47981870;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_89.jpg;47981880;14370;T0;question_reducer;4.0.0;3;15;2;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_90.jpg;47981883;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_91.jpg;47981888;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_92.jpg;47981894;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-1-2_93.jpg;47981901;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_102.jpg;47981907;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_103.jpg;47981911;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_104.jpg;47981919;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_105.jpg;47981937;14370;T0;question_reducer;4.0.0;0;18;2;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_106.jpg;47981943;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_107.jpg;47981952;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_108.jpg;47981956;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_109.jpg;47981961;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_110.jpg;47981968;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_111.jpg;47981975;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_112.jpg;47981983;14370;T0;question_reducer;4.0.0;2;16;2;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_119.jpg;47981991;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_120.jpg;47981996;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_121.jpg;47982006;14370;T0;question_reducer;4.0.0;3;16;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_122.jpg;47982011;14370;T0;question_reducer;4.0.0;3;17;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_123.jpg;47982021;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_124.jpg;47982029;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_125.jpg;47982034;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_126.jpg;47982043;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_136.jpg;47982048;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_137.jpg;47982056;14370;T0;question_reducer;4.0.0;0;18;2;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_138.jpg;47982064;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_139.jpg;47982072;14370;T0;question_reducer;4.0.0;1;19;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_140.jpg;47982079;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_40.jpg;47982084;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_41.jpg;47982092;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_53.jpg;47982099;14370;T0;question_reducer;4.0.0;1;17;2;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_54.jpg;47982105;14370;T0;question_reducer;4.0.0;2;16;2;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_55.jpg;47982114;14370;T0;question_reducer;4.0.0;3;17;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_56.jpg;47982122;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_64.jpg;47982127;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_65.jpg;47982135;14370;T0;question_reducer;4.0.0;1;17;2;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_66.jpg;47982141;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_67.jpg;47982147;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_68.jpg;47982153;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_70.jpg;47982159;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_72.jpg;47982165;14370;T0;question_reducer;4.0.0;1;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_73.jpg;47982170;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_74.jpg;47982175;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_77.jpg;47982182;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_78.jpg;47982191;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_79.jpg;47982196;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_80.jpg;47982201;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_81.jpg;47982208;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_86.jpg;47982212;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_87.jpg;47982221;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_88.jpg;47982228;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_89.jpg;47982233;14370;T0;question_reducer;4.0.0;0;21;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_90.jpg;47982237;14370;T0;question_reducer;4.0.0;1;20;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_91.jpg;47982242;14370;T0;question_reducer;4.0.0;1;19;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_92.jpg;47982246;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_93.jpg;47982253;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_94.jpg;47982260;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_95.jpg;47982266;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. mertensi;San Cristobal;Loberia;SRL1;SRL03-2_96.jpg;47982275;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_186.jpg;47983486;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_187.jpg;47983490;14370;T0;question_reducer;4.0.0;2;16;2;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_188.jpg;47983493;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_189.jpg;47983496;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_190.jpg;47983499;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_201.jpg;47983502;14370;T0;question_reducer;4.0.0;3;17;0;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_207.jpg;47983505;14370;T0;question_reducer;4.0.0;0;18;2;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_208.jpg;47983508;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_209.jpg;47983511;14370;T0;question_reducer;4.0.0;0;21;0;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_210.jpg;47983514;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_211.jpg;47983521;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_212.jpg;47983523;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_213.jpg;47983526;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_214.jpg;47983528;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_228.jpg;47983531;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_229.jpg;47983534;14370;T0;question_reducer;4.0.0;4;15;1;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_230.jpg;47983537;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_231.jpg;47983540;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_232.jpg;47983543;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_233.jpg;47983546;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_234.jpg;47983549;14370;T0;question_reducer;4.0.0;3;16;1;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_235.jpg;47983552;14370;T0;question_reducer;4.0.0;1;17;2;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_236.jpg;47983556;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_237.jpg;47983558;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_247.jpg;47983561;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_248.jpg;47983564;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_249.jpg;47983567;14370;T0;question_reducer;4.0.0;0;18;2;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_250.jpg;47983570;14370;T0;question_reducer;4.0.0;2;17;1;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_251.jpg;47983573;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_252.jpg;47983576;14370;T0;question_reducer;4.0.0;2;17;1;N
A. c. godzilla;San Cristobal;Playa Blanca (Punta Pitt);SRPB1;SRPB01-1-1_253.jpg;47983579;14370;T0;question_reducer;4.0.0;1;18;1;N
