subspecies;island;site_name;subject_group;image_name;subject_id;workflow_id;task;reducer;data.aggregation_version;presence_no;presence_yes;presence_absence_exp
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-1_109.jpg;72341374;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-1_119.jpg;72341381;20600;T0;question_reducer;4.0.0;20;1;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-1_127.jpg;72341387;20600;T0;question_reducer;4.0.0;20;1;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-1_146.jpg;72341400;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-1_147.jpg;72341401;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-1_15.jpg;72341404;20600;T0;question_reducer;4.0.0;20;1;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-1_155.jpg;72341406;20600;T0;question_reducer;4.0.0;2;20;Y
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-1_156.jpg;72341407;20600;T0;question_reducer;4.0.0;0;22;Y
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-1_25.jpg;72341422;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-1_34.jpg;72341427;20600;T0;question_reducer;4.0.0;0;20;Y
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-1_37.jpg;72341430;20600;T0;question_reducer;4.0.0;20;1;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-1_43.jpg;72341431;20600;T0;question_reducer;4.0.0;14;7;Y
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-1_45.jpg;72341433;20600;T0;question_reducer;4.0.0;21;1;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-1_83.jpg;72341453;20600;T0;question_reducer;4.0.0;0;22;Y
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-2_04.jpg;72341468;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-2_05.jpg;72341469;20600;T0;question_reducer;4.0.0;21;1;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-2_127.jpg;72341485;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-2_146.jpg;72341497;20600;T0;question_reducer;4.0.0;20;1;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-2_183.jpg;72341525;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-2_185.jpg;72341527;20600;T0;question_reducer;4.0.0;23;0;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-2_208.jpg;72341545;20600;T0;question_reducer;4.0.0;3;18;Y
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-2_220.jpg;72341559;20600;T0;question_reducer;4.0.0;0;21;Y
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-2_233.jpg;72341570;20600;T0;question_reducer;4.0.0;9;12;Y
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-2_243.jpg;72341576;20600;T0;question_reducer;4.0.0;6;15;Y
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-2_251.jpg;72341585;20600;T0;question_reducer;4.0.0;21;0;Y
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-2_269.jpg;72341593;20600;T0;question_reducer;4.0.0;3;19;Y
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-2_59.jpg;72341609;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ02-2_93.jpg;72341627;20600;T0;question_reducer;4.0.0;0;21;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_105.jpg;72372992;20600;T0;question_reducer;4.0.0;5;16;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_108.jpg;72372997;20600;T0;question_reducer;4.0.0;0;21;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_127.jpg;72373023;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_128.jpg;72373025;20600;T0;question_reducer;4.0.0;7;14;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_129.jpg;72373027;20600;T0;question_reducer;4.0.0;8;13;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_140.jpg;72373039;20600;T0;question_reducer;4.0.0;19;2;N
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_143.jpg;72373044;20600;T0;question_reducer;4.0.0;12;9;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_146.jpg;72373049;20600;T0;question_reducer;4.0.0;0;21;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_148.jpg;72373053;20600;T0;question_reducer;4.0.0;18;3;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_150.jpg;72373056;20600;T0;question_reducer;4.0.0;6;15;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_160.jpg;72373074;20600;T0;question_reducer;4.0.0;14;8;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_172.jpg;72373086;20600;T0;question_reducer;4.0.0;1;21;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_184.jpg;72373097;20600;T0;question_reducer;4.0.0;14;7;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_202.jpg;72373120;20600;T0;question_reducer;4.0.0;7;14;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_214.jpg;72373126;20600;T0;question_reducer;4.0.0;0;22;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_232.jpg;72373144;20600;T0;question_reducer;4.0.0;20;1;N
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_247.jpg;72373151;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_248.jpg;72373152;20600;T0;question_reducer;4.0.0;7;15;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_255.jpg;72373154;20600;T0;question_reducer;4.0.0;21;1;N
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_260.jpg;72373161;20600;T0;question_reducer;4.0.0;6;15;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_261.jpg;72373163;20600;T0;question_reducer;4.0.0;11;11;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_31.jpg;72373186;20600;T0;question_reducer;4.0.0;3;18;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_321.jpg;72373188;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_75.jpg;72373213;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_79.jpg;72373219;20600;T0;question_reducer;4.0.0;20;0;N
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG01_99.jpg;72373226;20600;T0;question_reducer;4.0.0;5;18;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG02-1_13.jpg;72373241;20600;T0;question_reducer;4.0.0;1;19;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG02-1_19.jpg;72373250;20600;T0;question_reducer;4.0.0;0;20;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG02-1_26.jpg;72373260;20600;T0;question_reducer;4.0.0;1;20;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG02-1_39.jpg;72373278;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG02-2_08.jpg;72373284;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG02-2_20.jpg;72373289;20600;T0;question_reducer;4.0.0;16;6;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG02-2_32.jpg;72373305;20600;T0;question_reducer;4.0.0;19;2;N
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG02-2_38.jpg;72373315;20600;T0;question_reducer;4.0.0;5;17;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG02-2_42.jpg;72373321;20600;T0;question_reducer;4.0.0;2;20;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG02-2_53.jpg;72373336;20600;T0;question_reducer;4.0.0;4;18;Y
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG02-2_57.jpg;72373342;20600;T0;question_reducer;4.0.0;19;2;N
A. c. venustissimus;Espa–ola;South Coast G;South Coast G;ESCG02-2_63.jpg;72373348;20600;T0;question_reducer;4.0.0;5;16;Y
